adj,100th,NONSHIFTER,NONE,GOLD_STANDARD
adj,11th,NONSHIFTER,NONE,GOLD_STANDARD
adj,12th,NONSHIFTER,NONE,GOLD_STANDARD
adj,1st,NONSHIFTER,NONE,GOLD_STANDARD
adj,200th,NONSHIFTER,NONE,GOLD_STANDARD
adj,23rd,NONSHIFTER,NONE,GOLD_STANDARD
adj,24th,NONSHIFTER,NONE,GOLD_STANDARD
adj,27th,NONSHIFTER,NONE,GOLD_STANDARD
adj,2nd,NONSHIFTER,NONE,GOLD_STANDARD
adj,32nd,NONSHIFTER,NONE,GOLD_STANDARD
adj,35th,NONSHIFTER,NONE,GOLD_STANDARD
adj,36th,NONSHIFTER,NONE,GOLD_STANDARD
adj,38th,NONSHIFTER,NONE,GOLD_STANDARD
adj,3rd,NONSHIFTER,NONE,GOLD_STANDARD
adj,43rd,NONSHIFTER,NONE,GOLD_STANDARD
adj,8th,NONSHIFTER,NONE,GOLD_STANDARD
adj,abandoned,SHIFTER,AFFECTS_POSITIVE,GOLD_STANDARD
adj,abatable,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,abatic,NONSHIFTER,NONE,BOOTSTRAPPED
adj,abbreviated,NONSHIFTER,NONE,GOLD_STANDARD
adj,aberrant,NONSHIFTER,NONE,BOOTSTRAPPED
adj,ablated,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,ablative,NONSHIFTER,NONE,BOOTSTRAPPED
adj,able-bodied,NONSHIFTER,NONE,GOLD_STANDARD
adj,abolishable,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,abortive,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,abrupt,NONSHIFTER,NONE,GOLD_STANDARD
adj,absent,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,absolved,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,abstract,NONSHIFTER,NONE,BOOTSTRAPPED
adj,abstracted,NONSHIFTER,NONE,BOOTSTRAPPED
adj,abstractive,NONSHIFTER,NONE,BOOTSTRAPPED
adj,absurd,NONSHIFTER,NONE,GOLD_STANDARD
adj,abundant,NONSHIFTER,NONE,GOLD_STANDARD
adj,abused,NONSHIFTER,NONE,GOLD_STANDARD
adj,abusive,NONSHIFTER,NONE,GOLD_STANDARD
adj,abysmal,NONSHIFTER,NONE,GOLD_STANDARD
adj,accessible,NONSHIFTER,NONE,GOLD_STANDARD
adj,accidental,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,accustomed,NONSHIFTER,NONE,GOLD_STANDARD
adj,achy,NONSHIFTER,NONE,GOLD_STANDARD
adj,acidic,NONSHIFTER,NONE,GOLD_STANDARD
adj,acknowledged,NONSHIFTER,NONE,GOLD_STANDARD
adj,acoustic,NONSHIFTER,NONE,GOLD_STANDARD
adj,acoustical,NONSHIFTER,NONE,GOLD_STANDARD
adj,active,NONSHIFTER,NONE,GOLD_STANDARD
adj,actual,NONSHIFTER,NONE,GOLD_STANDARD
adj,ad-lib,NONSHIFTER,NONE,GOLD_STANDARD
adj,adaptable,NONSHIFTER,NONE,GOLD_STANDARD
adj,additional,NONSHIFTER,NONE,GOLD_STANDARD
adj,adequate,NONSHIFTER,NONE,GOLD_STANDARD
adj,adopted,NONSHIFTER,NONE,GOLD_STANDARD
adj,adulterant,NONSHIFTER,NONE,BOOTSTRAPPED
adj,adulterate,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
adj,adulterated,SHIFTER,AFFECTS_POSITIVE,BOOTSTRAPPED
