abbauen,SHIFTER,GOLD_STANDARD
abbiegen,SHIFTER,GOLD_STANDARD
abbitten,NONSHIFTER,GOLD_STANDARD
abblocken,SHIFTER,BOOTSTRAPPED
abbrechen,SHIFTER,BOOTSTRAPPED
abbremsen,NONSHIFTER,GOLD_STANDARD
abbrennen,SHIFTER,BOOTSTRAPPED
abbringen,SHIFTER,BOOTSTRAPPED
abchecken,NONSHIFTER,GOLD_STANDARD
abdämmen,SHIFTER,GOLD_STANDARD
abdanken,NONSHIFTER,BOOTSTRAPPED
abdrängen,NONSHIFTER,BOOTSTRAPPED
abdrehen,SHIFTER,BOOTSTRAPPED
abebben,NONSHIFTER,GOLD_STANDARD
abecedieren,NONSHIFTER,GOLD_STANDARD
aberkennen,NONSHIFTER,GOLD_STANDARD
abfackeln,SHIFTER,BOOTSTRAPPED
abfangen,SHIFTER,GOLD_STANDARD
abfärben,NONSHIFTER,GOLD_STANDARD
abfedern,SHIFTER,BOOTSTRAPPED
abfertigen,NONSHIFTER,BOOTSTRAPPED
abflauen,SHIFTER,GOLD_STANDARD
abfliegen,SHIFTER,BOOTSTRAPPED
abfließen,NONSHIFTER,GOLD_STANDARD
abfüllen,NONSHIFTER,GOLD_STANDARD
abgeben,SHIFTER,BOOTSTRAPPED
abgehen,SHIFTER,GOLD_STANDARD
abgewinnen,NONSHIFTER,GOLD_STANDARD
abgewöhnen,SHIFTER,GOLD_STANDARD
abgleichen,NONSHIFTER,GOLD_STANDARD
abhalftern,NONSHIFTER,BOOTSTRAPPED
abhalten,SHIFTER,BOOTSTRAPPED
abhauen,SHIFTER,GOLD_STANDARD
abheben,NONSHIFTER,BOOTSTRAPPED
abheilen,NONSHIFTER,BOOTSTRAPPED
abhelfen,SHIFTER,BOOTSTRAPPED
abhorchen,NONSHIFTER,GOLD_STANDARD
abhören,NONSHIFTER,GOLD_STANDARD
abkehren,NONSHIFTER,BOOTSTRAPPED
abketten,NONSHIFTER,GOLD_STANDARD
abkippen,NONSHIFTER,GOLD_STANDARD
abklären,NONSHIFTER,BOOTSTRAPPED
abklingen,SHIFTER,BOOTSTRAPPED
abklopfen,NONSHIFTER,GOLD_STANDARD
abknallen,NONSHIFTER,BOOTSTRAPPED
abkommen,SHIFTER,BOOTSTRAPPED
abkratzen,SHIFTER,GOLD_STANDARD
abkucken,NONSHIFTER,GOLD_STANDARD
abkühlen,SHIFTER,GOLD_STANDARD
abkürzen,SHIFTER,BOOTSTRAPPED
abladen,NONSHIFTER,GOLD_STANDARD
ablassen,SHIFTER,GOLD_STANDARD
ablaufen,SHIFTER,BOOTSTRAPPED
ablegen,SHIFTER,BOOTSTRAPPED
ablehnen,SHIFTER,BOOTSTRAPPED
ableugnen,SHIFTER,GOLD_STANDARD
abliefern,NONSHIFTER,GOLD_STANDARD
ablösen,SHIFTER,BOOTSTRAPPED
abluchsen,NONSHIFTER,GOLD_STANDARD
abmachen,SHIFTER,GOLD_STANDARD
abmalen,NONSHIFTER,GOLD_STANDARD
abnehmen,SHIFTER,GOLD_STANDARD
abnibbeln,SHIFTER,GOLD_STANDARD
abnippeln,SHIFTER,GOLD_STANDARD
abordnen,NONSHIFTER,GOLD_STANDARD
abpflücken,NONSHIFTER,GOLD_STANDARD
abplagen,NONSHIFTER,GOLD_STANDARD
abplatten,NONSHIFTER,GOLD_STANDARD
abraten,SHIFTER,GOLD_STANDARD
abräumen,SHIFTER,BOOTSTRAPPED
abreißen,SHIFTER,BOOTSTRAPPED
abreisen,NONSHIFTER,BOOTSTRAPPED
abriegeln,SHIFTER,BOOTSTRAPPED
abrücken,SHIFTER,GOLD_STANDARD
abrufen,NONSHIFTER,GOLD_STANDARD
abrutschen,NONSHIFTER,GOLD_STANDARD
absacken,SHIFTER,GOLD_STANDARD
absagen,SHIFTER,GOLD_STANDARD
absägen,SHIFTER,BOOTSTRAPPED
absahnen,NONSHIFTER,GOLD_STANDARD
absaufen,SHIFTER,GOLD_STANDARD
abschaffen,SHIFTER,BOOTSTRAPPED
abschälen,NONSHIFTER,GOLD_STANDARD
abschalten,SHIFTER,BOOTSTRAPPED
abscheiden,SHIFTER,GOLD_STANDARD
abschieben,SHIFTER,BOOTSTRAPPED
abschießen,NONSHIFTER,BOOTSTRAPPED
abschirmen,SHIFTER,BOOTSTRAPPED
abschlaffen,SHIFTER,BOOTSTRAPPED
abschlagen,SHIFTER,BOOTSTRAPPED
abschließen,SHIFTER,BOOTSTRAPPED
abschmelzen,NONSHIFTER,GOLD_STANDARD
abschotten,SHIFTER,GOLD_STANDARD
abschrecken,SHIFTER,BOOTSTRAPPED
abschreiben,SHIFTER,GOLD_STANDARD
abschütteln,SHIFTER,GOLD_STANDARD
abschwächen,SHIFTER,GOLD_STANDARD
abschwellen,NONSHIFTER,GOLD_STANDARD
abschwirren,NONSHIFTER,BOOTSTRAPPED
abschwören,SHIFTER,BOOTSTRAPPED
absehen,SHIFTER,BOOTSTRAPPED
absenken,NONSHIFTER,BOOTSTRAPPED
absetzen,SHIFTER,BOOTSTRAPPED
absieben,NONSHIFTER,GOLD_STANDARD
absinken,SHIFTER,BOOTSTRAPPED
absondern,NONSHIFTER,BOOTSTRAPPED
absorbieren,NONSHIFTER,BOOTSTRAPPED
abspalten,SHIFTER,BOOTSTRAPPED
abspecken,NONSHIFTER,BOOTSTRAPPED
absperren,SHIFTER,BOOTSTRAPPED
absprechen,SHIFTER,BOOTSTRAPPED
abspringen,SHIFTER,GOLD_STANDARD
abstammen,NONSHIFTER,GOLD_STANDARD
abstauben,NONSHIFTER,GOLD_STANDARD
absteigen,NONSHIFTER,BOOTSTRAPPED
abstellen,SHIFTER,BOOTSTRAPPED
abstempeln,NONSHIFTER,BOOTSTRAPPED
absterben,SHIFTER,GOLD_STANDARD
abstimmen,NONSHIFTER,GOLD_STANDARD
abstoßen,SHIFTER,BOOTSTRAPPED
abstottern,NONSHIFTER,GOLD_STANDARD
abstrahieren,NONSHIFTER,GOLD_STANDARD
abstreiten,SHIFTER,GOLD_STANDARD
abstumpfen,SHIFTER,BOOTSTRAPPED
absuchen,NONSHIFTER,GOLD_STANDARD
abtauchen,NONSHIFTER,BOOTSTRAPPED
abtöten,SHIFTER,BOOTSTRAPPED
abtransportieren,NONSHIFTER,BOOTSTRAPPED
abtreiben,SHIFTER,BOOTSTRAPPED
abtrennen,SHIFTER,BOOTSTRAPPED
abtreten,SHIFTER,BOOTSTRAPPED
abtrinken,NONSHIFTER,GOLD_STANDARD
abtun,SHIFTER,BOOTSTRAPPED
abwählen,SHIFTER,GOLD_STANDARD
abwarten,NONSHIFTER,GOLD_STANDARD
abwaschen,SHIFTER,BOOTSTRAPPED
abwatschen,NONSHIFTER,GOLD_STANDARD
abwehren,SHIFTER,BOOTSTRAPPED
abweichen,SHIFTER,BOOTSTRAPPED
abweisen,SHIFTER,GOLD_STANDARD
abwenden,SHIFTER,BOOTSTRAPPED
abwerfen,SHIFTER,GOLD_STANDARD
abwickeln,NONSHIFTER,GOLD_STANDARD
abwiegeln,NONSHIFTER,GOLD_STANDARD
abwimmeln,SHIFTER,BOOTSTRAPPED
abwürgen,SHIFTER,BOOTSTRAPPED
abziehen,SHIFTER,BOOTSTRAPPED
abzirkeln,NONSHIFTER,GOLD_STANDARD
ächten,NONSHIFTER,GOLD_STANDARD
ächzen,NONSHIFTER,GOLD_STANDARD
ackern,NONSHIFTER,GOLD_STANDARD
addieren,NONSHIFTER,GOLD_STANDARD
adeln,NONSHIFTER,GOLD_STANDARD
adoptieren,NONSHIFTER,GOLD_STANDARD
affizieren,NONSHIFTER,GOLD_STANDARD
agglutinieren,NONSHIFTER,GOLD_STANDARD
akademisieren,NONSHIFTER,GOLD_STANDARD
akkumulieren,NONSHIFTER,GOLD_STANDARD
aktualisieren,NONSHIFTER,GOLD_STANDARD
akzeptieren,NONSHIFTER,GOLD_STANDARD
albern,NONSHIFTER,GOLD_STANDARD
algebraisieren,NONSHIFTER,GOLD_STANDARD
alignieren,NONSHIFTER,GOLD_STANDARD
altern,NONSHIFTER,GOLD_STANDARD
alternieren,NONSHIFTER,GOLD_STANDARD
altertümeln,NONSHIFTER,GOLD_STANDARD
amalgamieren,NONSHIFTER,GOLD_STANDARD
amerikanern,NONSHIFTER,GOLD_STANDARD
amerikanisieren,NONSHIFTER,GOLD_STANDARD
amputieren,SHIFTER,BOOTSTRAPPED
amüsieren,NONSHIFTER,GOLD_STANDARD
anatomieren,NONSHIFTER,GOLD_STANDARD
anbaggern,NONSHIFTER,GOLD_STANDARD
anbandeln,NONSHIFTER,GOLD_STANDARD
anbauen,NONSHIFTER,GOLD_STANDARD
anbehalten,NONSHIFTER,GOLD_STANDARD
anblaffen,NONSHIFTER,GOLD_STANDARD
anblicken,NONSHIFTER,GOLD_STANDARD
aneinanderreihen,NONSHIFTER,GOLD_STANDARD
anfallen,NONSHIFTER,GOLD_STANDARD
anfechten,SHIFTER,BOOTSTRAPPED
anfertigen,NONSHIFTER,GOLD_STANDARD
anflanschen,NONSHIFTER,GOLD_STANDARD
anflehen,NONSHIFTER,GOLD_STANDARD
anfressen,SHIFTER,BOOTSTRAPPED
anfühlen,NONSHIFTER,GOLD_STANDARD
anführen,NONSHIFTER,GOLD_STANDARD
angeben,NONSHIFTER,GOLD_STANDARD
angeln,NONSHIFTER,GOLD_STANDARD
angleichen,NONSHIFTER,GOLD_STANDARD
angreifen,SHIFTER,BOOTSTRAPPED
angurten,NONSHIFTER,GOLD_STANDARD
anheben,NONSHIFTER,GOLD_STANDARD
anheften,NONSHIFTER,GOLD_STANDARD
anheimgeben,NONSHIFTER,BOOTSTRAPPED
anheuern,NONSHIFTER,GOLD_STANDARD
anhimmeln,NONSHIFTER,GOLD_STANDARD
anhören,NONSHIFTER,GOLD_STANDARD
ankämpfen,SHIFTER,GOLD_STANDARD
ankleben,NONSHIFTER,GOLD_STANDARD
anklemmen,NONSHIFTER,GOLD_STANDARD
anknacksen,NONSHIFTER,BOOTSTRAPPED
anknüpfen,NONSHIFTER,GOLD_STANDARD
ankommen,NONSHIFTER,GOLD_STANDARD
ankreiden,NONSHIFTER,GOLD_STANDARD
ankurbeln,NONSHIFTER,GOLD_STANDARD
anlabern,NONSHIFTER,GOLD_STANDARD
anlegen,NONSHIFTER,GOLD_STANDARD
anleiern,NONSHIFTER,GOLD_STANDARD
anleimen,NONSHIFTER,GOLD_STANDARD
anmalen,NONSHIFTER,GOLD_STANDARD
anmaßen,NONSHIFTER,BOOTSTRAPPED
anmoderieren,NONSHIFTER,GOLD_STANDARD
annähern,NONSHIFTER,GOLD_STANDARD
annehmen,NONSHIFTER,BOOTSTRAPPED
annullieren,SHIFTER,GOLD_STANDARD
anodisieren,NONSHIFTER,GOLD_STANDARD
anonymisieren,NONSHIFTER,GOLD_STANDARD
anpappen,NONSHIFTER,GOLD_STANDARD
anpumpen,NONSHIFTER,GOLD_STANDARD
anranzen,NONSHIFTER,GOLD_STANDARD
anregen,NONSHIFTER,GOLD_STANDARD
anrufen,NONSHIFTER,GOLD_STANDARD
anrühren,NONSHIFTER,GOLD_STANDARD
ansagen,NONSHIFTER,GOLD_STANDARD
anschauen,NONSHIFTER,GOLD_STANDARD
anschirren,NONSHIFTER,GOLD_STANDARD
anschnarren,NONSHIFTER,GOLD_STANDARD
anschnauzen,NONSHIFTER,GOLD_STANDARD
anstarren,NONSHIFTER,GOLD_STANDARD
ansteuern,NONSHIFTER,GOLD_STANDARD
anstieren,NONSHIFTER,GOLD_STANDARD
anstrengen,NONSHIFTER,GOLD_STANDARD
ansuchen,NONSHIFTER,GOLD_STANDARD
antanzen,NONSHIFTER,GOLD_STANDARD
anthropomorphisieren,NONSHIFTER,GOLD_STANDARD
antreten,NONSHIFTER,GOLD_STANDARD
antrinken,NONSHIFTER,GOLD_STANDARD
anvertrauen,NONSHIFTER,GOLD_STANDARD
anvisieren,NONSHIFTER,GOLD_STANDARD
anwerfen,NONSHIFTER,GOLD_STANDARD
anwinkeln,NONSHIFTER,GOLD_STANDARD
apologetisieren,NONSHIFTER,GOLD_STANDARD
apologisieren,NONSHIFTER,GOLD_STANDARD
applaudieren,NONSHIFTER,GOLD_STANDARD
approbieren,NONSHIFTER,GOLD_STANDARD
arabisieren,NONSHIFTER,GOLD_STANDARD
argumentieren,NONSHIFTER,GOLD_STANDARD
aromatisieren,NONSHIFTER,GOLD_STANDARD
arrangieren,NONSHIFTER,GOLD_STANDARD
assoziieren,NONSHIFTER,GOLD_STANDARD
ästen,NONSHIFTER,GOLD_STANDARD
atrophieren,SHIFTER,BOOTSTRAPPED
aufbauschen,NONSHIFTER,GOLD_STANDARD
aufbieten,NONSHIFTER,GOLD_STANDARD
aufbrauchen,SHIFTER,BOOTSTRAPPED
aufbrechen,NONSHIFTER,GOLD_STANDARD
aufbrezeln,NONSHIFTER,GOLD_STANDARD
aufdrängen,NONSHIFTER,GOLD_STANDARD
aufeinanderfolgen,NONSHIFTER,GOLD_STANDARD
aufeinandertreffen,NONSHIFTER,GOLD_STANDARD
aufessen,NONSHIFTER,BOOTSTRAPPED
auffangen,SHIFTER,GOLD_STANDARD
auffordern,NONSHIFTER,GOLD_STANDARD
auffressen,SHIFTER,GOLD_STANDARD
aufgabeln,NONSHIFTER,GOLD_STANDARD
aufgeben,SHIFTER,BOOTSTRAPPED
aufgreifen,NONSHIFTER,GOLD_STANDARD
aufhaben,NONSHIFTER,GOLD_STANDARD
aufhalten,SHIFTER,BOOTSTRAPPED
aufheben,SHIFTER,BOOTSTRAPPED
aufhören,SHIFTER,BOOTSTRAPPED
aufkeimen,NONSHIFTER,GOLD_STANDARD
aufklaren,NONSHIFTER,GOLD_STANDARD
aufkündigen,SHIFTER,BOOTSTRAPPED
aufladen,NONSHIFTER,GOLD_STANDARD
aufleben,NONSHIFTER,GOLD_STANDARD
auflöffeln,NONSHIFTER,GOLD_STANDARD
auflösen,SHIFTER,BOOTSTRAPPED
aufmischen,NONSHIFTER,GOLD_STANDARD
aufnähen,NONSHIFTER,GOLD_STANDARD
äufnen,NONSHIFTER,GOLD_STANDARD
aufnötigen,NONSHIFTER,GOLD_STANDARD
aufopfern,NONSHIFTER,BOOTSTRAPPED
aufplatzen,NONSHIFTER,BOOTSTRAPPED
aufpolstern,NONSHIFTER,GOLD_STANDARD
aufraffen,NONSHIFTER,GOLD_STANDARD
aufräumen,NONSHIFTER,BOOTSTRAPPED
aufreißen,NONSHIFTER,GOLD_STANDARD
aufrühren,NONSHIFTER,GOLD_STANDARD
aufscheinen,NONSHIFTER,GOLD_STANDARD
aufschieben,SHIFTER,BOOTSTRAPPED
aufschmelzen,NONSHIFTER,GOLD_STANDARD
aufschnappen,NONSHIFTER,GOLD_STANDARD
aufschwingen,NONSHIFTER,GOLD_STANDARD
aufsehen,NONSHIFTER,GOLD_STANDARD
aufsetzen,NONSHIFTER,GOLD_STANDARD
aufspannen,NONSHIFTER,GOLD_STANDARD
aufspringen,NONSHIFTER,GOLD_STANDARD
aufstampfen,NONSHIFTER,GOLD_STANDARD
aufstauen,NONSHIFTER,BOOTSTRAPPED
aufstecken,SHIFTER,BOOTSTRAPPED
aufstreben,NONSHIFTER,GOLD_STANDARD
aufsummen,NONSHIFTER,GOLD_STANDARD
auftafeln,NONSHIFTER,GOLD_STANDARD
auftischen,NONSHIFTER,GOLD_STANDARD
auftrennen,NONSHIFTER,GOLD_STANDARD
aufweichen,NONSHIFTER,BOOTSTRAPPED
aufwiegeln,NONSHIFTER,GOLD_STANDARD
aufwiegen,NONSHIFTER,GOLD_STANDARD
aufwirbeln,NONSHIFTER,GOLD_STANDARD
aufzählen,NONSHIFTER,GOLD_STANDARD
aufzehren,NONSHIFTER,GOLD_STANDARD
äugen,NONSHIFTER,GOLD_STANDARD
augendienern,NONSHIFTER,GOLD_STANDARD
ausagieren,NONSHIFTER,BOOTSTRAPPED
ausarbeiten,NONSHIFTER,GOLD_STANDARD
ausarten,NONSHIFTER,BOOTSTRAPPED
ausätschen,NONSHIFTER,GOLD_STANDARD
ausbalancieren,NONSHIFTER,GOLD_STANDARD
ausbedingen,NONSHIFTER,GOLD_STANDARD
ausbetonieren,NONSHIFTER,GOLD_STANDARD
ausbitten,NONSHIFTER,GOLD_STANDARD
ausbleiben,SHIFTER,BOOTSTRAPPED
ausblenden,SHIFTER,GOLD_STANDARD
ausbluten,NONSHIFTER,GOLD_STANDARD
ausborgen,NONSHIFTER,GOLD_STANDARD
ausbringen,NONSHIFTER,GOLD_STANDARD
ausbrüten,NONSHIFTER,GOLD_STANDARD
ausbuchstabieren,NONSHIFTER,GOLD_STANDARD
ausbügeln,SHIFTER,BOOTSTRAPPED
ausbürgern,SHIFTER,BOOTSTRAPPED
ausdehnen,NONSHIFTER,GOLD_STANDARD
ausdrücken,NONSHIFTER,GOLD_STANDARD
ausdünnen,SHIFTER,BOOTSTRAPPED
auseinanderbrechen,SHIFTER,BOOTSTRAPPED
auseinandergehen,SHIFTER,BOOTSTRAPPED
auseinanderleben,NONSHIFTER,GOLD_STANDARD
